Filer,Chamber,Ticker,Filing_Date,Horizon,Entry_Price,Exit_Date,Alpha_BPS
CARPER,SENATE,UNP,2026-02-15,5,262.8,PENDING,
CARPER,SENATE,UNP,2026-02-15,20,262.8,PENDING,
CARPER,SENATE,UNP,2026-02-15,60,262.8,PENDING,
CARPER,SENATE,MDY,2026-02-15,5,651.76,PENDING,
CARPER,SENATE,MDY,2026-02-15,20,651.76,PENDING,
CARPER,SENATE,MDY,2026-02-15,60,651.76,PENDING,
CARPER,SENATE,OMC,2026-02-15,5,67.98,PENDING,
CARPER,SENATE,OMC,2026-02-15,20,67.98,PENDING,
CARPER,SENATE,OMC,2026-02-15,60,67.98,PENDING,
CARPER,SENATE,OMC,2026-02-15,5,67.98,PENDING,
CARPER,SENATE,OMC,2026-02-15,20,67.98,PENDING,
CARPER,SENATE,OMC,2026-02-15,60,67.98,PENDING,
CARPER,SENATE,MU,2026-02-15,5,399.78,PENDING,
CARPER,SENATE,MU,2026-02-15,20,399.78,PENDING,
CARPER,SENATE,MU,2026-02-15,60,399.78,PENDING,
CARPER,SENATE,MU,2026-02-15,5,399.78,PENDING,
CARPER,SENATE,MU,2026-02-15,20,399.78,PENDING,
CARPER,SENATE,MU,2026-02-15,60,399.78,PENDING,
CARPER,SENATE,LRCX,2026-02-15,5,235.58,PENDING,
CARPER,SENATE,LRCX,2026-02-15,20,235.58,PENDING,
CARPER,SENATE,LRCX,2026-02-15,60,235.58,PENDING,
CARPER,SENATE,IVW,2026-02-15,5,119.4,PENDING,
CARPER,SENATE,IVW,2026-02-15,20,119.4,PENDING,
CARPER,SENATE,IVW,2026-02-15,60,119.4,PENDING,
CARPER,SENATE,IWM,2026-02-15,5,263.04,PENDING,
CARPER,SENATE,IWM,2026-02-15,20,263.04,PENDING,
CARPER,SENATE,IWM,2026-02-15,60,263.04,PENDING,
CARPER,SENATE,SLV,2026-02-15,5,66.37,PENDING,
CARPER,SENATE,SLV,2026-02-15,20,66.37,PENDING,
CARPER,SENATE,SLV,2026-02-15,60,66.37,PENDING,
CARPER,SENATE,FISV,2026-02-15,5,63.45,PENDING,
CARPER,SENATE,FISV,2026-02-15,20,63.45,PENDING,
CARPER,SENATE,FISV,2026-02-15,60,63.45,PENDING,
CARPER,SENATE,PPLT,2026-02-15,5,182.93,PENDING,
CARPER,SENATE,PPLT,2026-02-15,20,182.93,PENDING,
CARPER,SENATE,PPLT,2026-02-15,60,182.93,PENDING,
CARPER,SENATE,PALL,2026-02-15,5,153.53,PENDING,
CARPER,SENATE,PALL,2026-02-15,20,153.53,PENDING,
CARPER,SENATE,PALL,2026-02-15,60,153.53,PENDING,
UNKNOWNSENATE,SENATE,VNQI,2026-02-15,5,50.51,PENDING,
UNKNOWNSENATE,SENATE,VNQI,2026-02-15,20,50.51,PENDING,
UNKNOWNSENATE,SENATE,VNQI,2026-02-15,60,50.51,PENDING,
UNKNOWNSENATE,SENATE,TPYP,2026-02-15,5,40.36,PENDING,
UNKNOWNSENATE,SENATE,TPYP,2026-02-15,20,40.36,PENDING,
UNKNOWNSENATE,SENATE,TPYP,2026-02-15,60,40.36,PENDING,
UNKNOWNSENATE,SENATE,LITP,2026-02-15,5,13.04,PENDING,
UNKNOWNSENATE,SENATE,LITP,2026-02-15,20,13.04,PENDING,
UNKNOWNSENATE,SENATE,LITP,2026-02-15,60,13.04,PENDING,
UNKNOWNSENATE,SENATE,PYPL,2026-02-15,5,40.81,PENDING,
UNKNOWNSENATE,SENATE,PYPL,2026-02-15,20,40.81,PENDING,
UNKNOWNSENATE,SENATE,PYPL,2026-02-15,60,40.81,PENDING,
UNKNOWNSENATE,SENATE,RNWGX,2026-02-15,5,99.8,PENDING,
UNKNOWNSENATE,SENATE,RNWGX,2026-02-15,20,99.8,PENDING,
UNKNOWNSENATE,SENATE,RNWGX,2026-02-15,60,99.8,PENDING,
UNKNOWNSENATE,SENATE,NFLX,2026-02-15,5,77.0,PENDING,
UNKNOWNSENATE,SENATE,NFLX,2026-02-15,20,77.0,PENDING,
UNKNOWNSENATE,SENATE,NFLX,2026-02-15,60,77.0,PENDING,
UNKNOWNSENATE,SENATE,JMBS,2026-02-15,5,46.23,PENDING,
UNKNOWNSENATE,SENATE,JMBS,2026-02-15,20,46.23,PENDING,
UNKNOWNSENATE,SENATE,JMBS,2026-02-15,60,46.23,PENDING,
UNKNOWNSENATE,SENATE,IVV,2026-02-15,5,685.84,PENDING,
UNKNOWNSENATE,SENATE,IVV,2026-02-15,20,685.84,PENDING,
UNKNOWNSENATE,SENATE,IVV,2026-02-15,60,685.84,PENDING,
UNKNOWNSENATE,SENATE,CMBS,2026-02-15,5,49.65,PENDING,
UNKNOWNSENATE,SENATE,CMBS,2026-02-15,20,49.65,PENDING,
UNKNOWNSENATE,SENATE,CMBS,2026-02-15,60,49.65,PENDING,
UNKNOWNSENATE,SENATE,MBB,2026-02-15,5,96.34,PENDING,
UNKNOWNSENATE,SENATE,MBB,2026-02-15,20,96.34,PENDING,
UNKNOWNSENATE,SENATE,MBB,2026-02-15,60,96.34,PENDING,
UNKNOWNSENATE,SENATE,TBLL,2026-02-15,5,105.78,PENDING,
UNKNOWNSENATE,SENATE,TBLL,2026-02-15,20,105.78,PENDING,
UNKNOWNSENATE,SENATE,TBLL,2026-02-15,60,105.78,PENDING,
UNKNOWNSENATE,SENATE,GIGB,2026-02-15,5,46.81,PENDING,
UNKNOWNSENATE,SENATE,GIGB,2026-02-15,20,46.81,PENDING,
UNKNOWNSENATE,SENATE,GIGB,2026-02-15,60,46.81,PENDING,
UNKNOWNSENATE,SENATE,GEM,2026-02-15,5,46.39,PENDING,
UNKNOWNSENATE,SENATE,GEM,2026-02-15,20,46.39,PENDING,
UNKNOWNSENATE,SENATE,GEM,2026-02-15,60,46.39,PENDING,
UNKNOWNSENATE,SENATE,FTGC,2026-02-15,5,24.11,PENDING,
UNKNOWNSENATE,SENATE,FTGC,2026-02-15,20,24.11,PENDING,
UNKNOWNSENATE,SENATE,FTGC,2026-02-15,60,24.11,PENDING,
UNKNOWNSENATE,SENATE,EIPI,2026-02-15,5,21.93,PENDING,
UNKNOWNSENATE,SENATE,EIPI,2026-02-15,20,21.93,PENDING,
UNKNOWNSENATE,SENATE,EIPI,2026-02-15,60,21.93,PENDING,
UNKNOWNSENATE,SENATE,XOM,2026-02-15,5,146.19,PENDING,
UNKNOWNSENATE,SENATE,XOM,2026-02-15,20,146.19,PENDING,
UNKNOWNSENATE,SENATE,XOM,2026-02-15,60,146.19,PENDING,
UNKNOWNSENATE,SENATE,ETN,2026-02-15,5,391.49,PENDING,
UNKNOWNSENATE,SENATE,ETN,2026-02-15,20,391.49,PENDING,
UNKNOWNSENATE,SENATE,ETN,2026-02-15,60,391.49,PENDING,
UNKNOWNSENATE,SENATE,DIS,2026-02-15,5,105.44,PENDING,
UNKNOWNSENATE,SENATE,DIS,2026-02-15,20,105.44,PENDING,
UNKNOWNSENATE,SENATE,DIS,2026-02-15,60,105.44,PENDING,
UNKNOWNSENATE,SENATE,DXCM,2026-02-15,5,70.43,PENDING,
UNKNOWNSENATE,SENATE,DXCM,2026-02-15,20,70.43,PENDING,
UNKNOWNSENATE,SENATE,DXCM,2026-02-15,60,70.43,PENDING,
UNKNOWNSENATE,SENATE,CVS,2026-02-15,5,78.2,PENDING,
UNKNOWNSENATE,SENATE,CVS,2026-02-15,20,78.2,PENDING,
UNKNOWNSENATE,SENATE,CVS,2026-02-15,60,78.2,PENDING,
UNKNOWNSENATE,SENATE,CAT,2026-02-15,5,764.76,PENDING,
UNKNOWNSENATE,SENATE,CAT,2026-02-15,20,764.76,PENDING,
UNKNOWNSENATE,SENATE,CAT,2026-02-15,60,764.76,PENDING,
UNKNOWNSENATE,SENATE,AAPL,2026-02-15,5,263.88,PENDING,
UNKNOWNSENATE,SENATE,AAPL,2026-02-15,20,263.88,PENDING,
UNKNOWNSENATE,SENATE,AAPL,2026-02-15,60,263.88,PENDING,
UNKNOWNSENATE,SENATE,LOW,2026-02-06,5,276.89,2026-02-17,314.0
UNKNOWNSENATE,SENATE,LOW,2026-02-06,20,276.89,PENDING,
UNKNOWNSENATE,SENATE,LOW,2026-02-06,60,276.89,PENDING,
UNKNOWNSENATE,SENATE,TJX,2026-02-06,5,155.8,2026-02-17,235.0
UNKNOWNSENATE,SENATE,TJX,2026-02-06,20,155.8,PENDING,
UNKNOWNSENATE,SENATE,TJX,2026-02-06,60,155.8,PENDING,
UNKNOWNSENATE,SENATE,ETN,2026-02-06,5,377.06,2026-02-17,542.0
UNKNOWNSENATE,SENATE,ETN,2026-02-06,20,377.06,PENDING,
UNKNOWNSENATE,SENATE,ETN,2026-02-06,60,377.06,PENDING,
UNKNOWNSENATE,SENATE,UBER,2026-02-06,5,73.91,2026-02-17,-297.0
UNKNOWNSENATE,SENATE,UBER,2026-02-06,20,73.91,PENDING,
UNKNOWNSENATE,SENATE,UBER,2026-02-06,60,73.91,PENDING,
UNKNOWNSENATE,SENATE,SBUX,2026-02-05,5,98.35,2026-02-17,-140.0
UNKNOWNSENATE,SENATE,SBUX,2026-02-05,20,98.35,PENDING,
UNKNOWNSENATE,SENATE,SBUX,2026-02-05,60,98.35,PENDING,
GRASSLEY,SENATE,MPWR,2026-02-04,5,1229.82,2026-02-11,-288.0
GRASSLEY,SENATE,MPWR,2026-02-04,20,1229.82,PENDING,
GRASSLEY,SENATE,MPWR,2026-02-04,60,1229.82,PENDING,
GRASSLEY,SENATE,MCK,2026-02-04,5,948.68,2026-02-11,28.0
GRASSLEY,SENATE,MCK,2026-02-04,20,948.68,PENDING,
GRASSLEY,SENATE,MCK,2026-02-04,60,948.68,PENDING,
GRASSLEY,SENATE,LRN,2026-02-04,5,87.83,2026-02-11,-242.0
GRASSLEY,SENATE,LRN,2026-02-04,20,87.83,PENDING,
GRASSLEY,SENATE,LRN,2026-02-04,60,87.83,PENDING,
GRASSLEY,SENATE,FCFS,2026-02-04,5,181.92,2026-02-11,9.0
GRASSLEY,SENATE,FCFS,2026-02-04,20,181.92,PENDING,
GRASSLEY,SENATE,FCFS,2026-02-04,60,181.92,PENDING,
GRASSLEY,SENATE,CRS,2026-02-04,5,365.11,2026-02-11,106.0
GRASSLEY,SENATE,CRS,2026-02-04,20,365.11,PENDING,
GRASSLEY,SENATE,CRS,2026-02-04,60,365.11,PENDING,
GRASSLEY,SENATE,APG,2026-02-04,5,44.45,2026-02-11,102.0
GRASSLEY,SENATE,APG,2026-02-04,20,44.45,PENDING,
GRASSLEY,SENATE,APG,2026-02-04,60,44.45,PENDING,
GRASSLEY,SENATE,AMKR,2026-02-04,5,49.36,2026-02-11,1360.0
GRASSLEY,SENATE,AMKR,2026-02-04,20,49.36,PENDING,
GRASSLEY,SENATE,AMKR,2026-02-04,60,49.36,PENDING,
GRASSLEY,SENATE,ADBE,2026-02-04,5,268.38,2026-02-11,-437.0
GRASSLEY,SENATE,ADBE,2026-02-04,20,268.38,PENDING,
GRASSLEY,SENATE,ADBE,2026-02-04,60,268.38,PENDING,
GRASSLEY,SENATE,VSEC,2026-02-04,5,199.99,2026-02-11,287.0
GRASSLEY,SENATE,VSEC,2026-02-04,20,199.99,PENDING,
GRASSLEY,SENATE,VSEC,2026-02-04,60,199.99,PENDING,
GRASSLEY,SENATE,MPWR,2026-02-04,5,1229.82,2026-02-11,-288.0
GRASSLEY,SENATE,MPWR,2026-02-04,20,1229.82,PENDING,
GRASSLEY,SENATE,MPWR,2026-02-04,60,1229.82,PENDING,
GRASSLEY,SENATE,MCK,2026-02-04,5,948.68,2026-02-11,28.0
GRASSLEY,SENATE,MCK,2026-02-04,20,948.68,PENDING,
GRASSLEY,SENATE,MCK,2026-02-04,60,948.68,PENDING,
GRASSLEY,SENATE,LRN,2026-02-04,5,87.83,2026-02-11,-242.0
GRASSLEY,SENATE,LRN,2026-02-04,20,87.83,PENDING,
GRASSLEY,SENATE,LRN,2026-02-04,60,87.83,PENDING,
GRASSLEY,SENATE,FCFS,2026-02-04,5,181.92,2026-02-11,9.0
GRASSLEY,SENATE,FCFS,2026-02-04,20,181.92,PENDING,
GRASSLEY,SENATE,FCFS,2026-02-04,60,181.92,PENDING,
GRASSLEY,SENATE,CRS,2026-02-04,5,365.11,2026-02-11,106.0
GRASSLEY,SENATE,CRS,2026-02-04,20,365.11,PENDING,
GRASSLEY,SENATE,CRS,2026-02-04,60,365.11,PENDING,
GRASSLEY,SENATE,APG,2026-02-04,5,44.45,2026-02-11,102.0
GRASSLEY,SENATE,APG,2026-02-04,20,44.45,PENDING,
GRASSLEY,SENATE,APG,2026-02-04,60,44.45,PENDING,
GRASSLEY,SENATE,AMKR,2026-02-04,5,49.36,2026-02-11,1360.0
GRASSLEY,SENATE,AMKR,2026-02-04,20,49.36,PENDING,
GRASSLEY,SENATE,AMKR,2026-02-04,60,49.36,PENDING,
GRASSLEY,SENATE,ADBE,2026-02-04,5,268.38,2026-02-11,-437.0
GRASSLEY,SENATE,ADBE,2026-02-04,20,268.38,PENDING,
GRASSLEY,SENATE,ADBE,2026-02-04,60,268.38,PENDING,
UNKNOWNSENATE,SENATE,SBUX,2026-02-04,5,98.81,2026-02-11,-52.0
UNKNOWNSENATE,SENATE,SBUX,2026-02-04,20,98.81,PENDING,
UNKNOWNSENATE,SENATE,SBUX,2026-02-04,60,98.81,PENDING,
UNKNOWNSENATE,SENATE,NVDA,2026-02-04,5,185.41,2026-02-11,230.0
UNKNOWNSENATE,SENATE,NVDA,2026-02-04,20,185.41,PENDING,
UNKNOWNSENATE,SENATE,NVDA,2026-02-04,60,185.41,PENDING,
UNKNOWNSENATE,SENATE,HD,2026-02-04,5,385.15,2026-02-11,124.0
UNKNOWNSENATE,SENATE,HD,2026-02-04,20,385.15,PENDING,
UNKNOWNSENATE,SENATE,HD,2026-02-04,60,385.15,PENDING,
UNKNOWNSENATE,SENATE,SBUX,2026-02-04,5,98.81,2026-02-11,-52.0
UNKNOWNSENATE,SENATE,SBUX,2026-02-04,20,98.81,PENDING,
UNKNOWNSENATE,SENATE,SBUX,2026-02-04,60,98.81,PENDING,
UNKNOWNSENATE,SENATE,NVDA,2026-02-04,5,185.41,2026-02-11,230.0
UNKNOWNSENATE,SENATE,NVDA,2026-02-04,20,185.41,PENDING,
UNKNOWNSENATE,SENATE,NVDA,2026-02-04,60,185.41,PENDING,
UNKNOWNSENATE,SENATE,MCD,2026-02-04,5,327.16,2026-02-11,-140.0
UNKNOWNSENATE,SENATE,MCD,2026-02-04,20,327.16,PENDING,
UNKNOWNSENATE,SENATE,MCD,2026-02-04,60,327.16,PENDING,
UNKNOWNSENATE,SENATE,JPM,2026-01-29,5,308.14,2026-02-09,474.0
UNKNOWNSENATE,SENATE,JPM,2026-01-29,20,308.14,PENDING,
UNKNOWNSENATE,SENATE,JPM,2026-01-29,60,308.14,PENDING,
UNKNOWNSENATE,SENATE,XOM,2026-01-26,5,136.67,2026-02-02,59.0
UNKNOWNSENATE,SENATE,XOM,2026-01-26,20,136.67,2026-02-17,877.0
UNKNOWNSENATE,SENATE,XOM,2026-01-26,60,136.67,PENDING,
UNKNOWNSENATE,SENATE,JPM,2026-01-26,5,300.77,2026-02-02,245.0
UNKNOWNSENATE,SENATE,JPM,2026-01-26,20,300.77,2026-02-17,392.0
UNKNOWNSENATE,SENATE,JPM,2026-01-26,60,300.77,PENDING,
UNKNOWNSENATE,SENATE,GOOG,2026-01-26,5,336.28,2026-02-02,256.0
UNKNOWNSENATE,SENATE,GOOG,2026-01-26,20,336.28,2026-02-17,-814.0
UNKNOWNSENATE,SENATE,GOOG,2026-01-26,60,336.28,PENDING,
UNKNOWNSENATE,SENATE,EOG,2026-01-26,5,111.02,2026-02-02,-234.0
UNKNOWNSENATE,SENATE,EOG,2026-01-26,20,111.02,2026-02-17,967.0
UNKNOWNSENATE,SENATE,EOG,2026-01-26,60,111.02,PENDING,
UNKNOWNSENATE,SENATE,AAPL,2026-01-26,5,256.2,2026-02-02,529.0
UNKNOWNSENATE,SENATE,AAPL,2026-01-26,20,256.2,2026-02-17,480.0
UNKNOWNSENATE,SENATE,AAPL,2026-01-26,60,256.2,PENDING,
UNKNOWNSENATE,SENATE,AMZN,2026-01-26,5,243.01,2026-02-02,-1.0
UNKNOWNSENATE,SENATE,AMZN,2026-01-26,20,243.01,2026-02-17,-1541.0
UNKNOWNSENATE,SENATE,AMZN,2026-01-26,60,243.01,PENDING,
UNKNOWNSENATE,SENATE,WMT,2026-01-26,5,116.57,2026-02-02,642.0
UNKNOWNSENATE,SENATE,WMT,2026-01-26,20,116.57,2026-02-17,1234.0
UNKNOWNSENATE,SENATE,WMT,2026-01-26,60,116.57,PENDING,
UNKNOWNSENATE,SENATE,MSFT,2026-01-26,5,481.63,2026-02-02,-1209.0
UNKNOWNSENATE,SENATE,MSFT,2026-01-26,20,481.63,2026-02-17,-1579.0
UNKNOWNSENATE,SENATE,MSFT,2026-01-26,60,481.63,PENDING,
UNKNOWNSENATE,SENATE,UNH,2026-01-26,5,294.02,2026-02-02,-286.0
UNKNOWNSENATE,SENATE,UNH,2026-01-26,20,294.02,2026-02-17,13.0
UNKNOWNSENATE,SENATE,UNH,2026-01-26,60,294.02,PENDING,
UNKNOWNSENATE,SENATE,NVDA,2026-01-26,5,191.52,2026-02-02,-308.0
UNKNOWNSENATE,SENATE,NVDA,2026-01-26,20,191.52,2026-02-17,-161.0
UNKNOWNSENATE,SENATE,NVDA,2026-01-26,60,191.52,PENDING,
UNKNOWNSENATE,SENATE,AMZN,2026-01-26,5,243.01,2026-02-02,-1.0
UNKNOWNSENATE,SENATE,AMZN,2026-01-26,20,243.01,2026-02-17,-1541.0
UNKNOWNSENATE,SENATE,AMZN,2026-01-26,60,243.01,PENDING,
UNKNOWNSENATE,SENATE,AAPL,2026-01-26,5,256.2,2026-02-02,529.0
UNKNOWNSENATE,SENATE,AAPL,2026-01-26,20,256.2,2026-02-17,480.0
UNKNOWNSENATE,SENATE,AAPL,2026-01-26,60,256.2,PENDING,
UNKNOWNSENATE,SENATE,UNH,2026-01-26,5,294.02,2026-02-02,-286.0
UNKNOWNSENATE,SENATE,UNH,2026-01-26,20,294.02,2026-02-17,13.0
UNKNOWNSENATE,SENATE,UNH,2026-01-26,60,294.02,PENDING,
UNKNOWNSENATE,SENATE,NVDA,2026-01-26,5,191.52,2026-02-02,-308.0
UNKNOWNSENATE,SENATE,NVDA,2026-01-26,20,191.52,2026-02-17,-161.0
UNKNOWNSENATE,SENATE,NVDA,2026-01-26,60,191.52,PENDING,
UNKNOWNSENATE,SENATE,XOM,2026-01-26,5,136.67,2026-02-02,59.0
UNKNOWNSENATE,SENATE,XOM,2026-01-26,20,136.67,2026-02-17,877.0
UNKNOWNSENATE,SENATE,XOM,2026-01-26,60,136.67,PENDING,
UNKNOWNSENATE,SENATE,NVDA,2026-01-26,5,191.52,2026-02-02,-308.0
UNKNOWNSENATE,SENATE,NVDA,2026-01-26,20,191.52,2026-02-17,-161.0
UNKNOWNSENATE,SENATE,NVDA,2026-01-26,60,191.52,PENDING,
UNKNOWNSENATE,SENATE,AAPL,2026-01-26,5,256.2,2026-02-02,529.0
UNKNOWNSENATE,SENATE,AAPL,2026-01-26,20,256.2,2026-02-17,480.0
UNKNOWNSENATE,SENATE,AAPL,2026-01-26,60,256.2,PENDING,
UNKNOWNSENATE,SENATE,GOOG,2026-01-26,5,336.28,2026-02-02,256.0
UNKNOWNSENATE,SENATE,GOOG,2026-01-26,20,336.28,2026-02-17,-814.0
UNKNOWNSENATE,SENATE,GOOG,2026-01-26,60,336.28,PENDING,
UNKNOWNSENATE,SENATE,UPS,2026-01-26,5,103.7,2026-02-02,633.0
UNKNOWNSENATE,SENATE,UPS,2026-01-26,20,103.7,2026-02-17,1319.0
UNKNOWNSENATE,SENATE,UPS,2026-01-26,60,103.7,PENDING,
UNKNOWNSENATE,SENATE,AMZN,2026-01-26,5,243.01,2026-02-02,-1.0
UNKNOWNSENATE,SENATE,AMZN,2026-01-26,20,243.01,2026-02-17,-1541.0
UNKNOWNSENATE,SENATE,AMZN,2026-01-26,60,243.01,PENDING,
TUBERVILLE,SENATE,HON,2026-01-26,5,216.64,2026-02-02,504.0
TUBERVILLE,SENATE,HON,2026-01-26,20,216.64,2026-02-17,1381.0
TUBERVILLE,SENATE,HON,2026-01-26,60,216.64,PENDING,
TUBERVILLE,SENATE,LLY,2026-01-26,5,1022.09,2026-02-02,198.0
TUBERVILLE,SENATE,LLY,2026-01-26,20,1022.09,2026-02-17,317.0
TUBERVILLE,SENATE,LLY,2026-01-26,60,1022.09,PENDING,
TUBERVILLE,SENATE,CMCSA,2026-01-26,5,28.41,2026-02-02,415.0
TUBERVILLE,SENATE,CMCSA,2026-01-26,20,28.41,2026-02-17,1285.0
TUBERVILLE,SENATE,CMCSA,2026-01-26,60,28.41,PENDING,
UNKNOWNSENATE,SENATE,WPC,2026-01-20,5,68.55,2026-01-27,-2.0
UNKNOWNSENATE,SENATE,WPC,2026-01-20,20,68.55,2026-02-11,500.0
UNKNOWNSENATE,SENATE,WPC,2026-01-20,60,68.55,PENDING,
UNKNOWNSENATE,SENATE,SWK,2026-01-20,5,83.73,2026-01-27,-413.0
UNKNOWNSENATE,SENATE,SWK,2026-01-20,20,83.73,2026-02-11,768.0
UNKNOWNSENATE,SENATE,SWK,2026-01-20,60,83.73,PENDING,
WARNER,SENATE,CAT,2026-01-16,5,629.0,2026-01-26,-113.0
WARNER,SENATE,CAT,2026-01-16,20,629.0,2026-02-09,1556.0
WARNER,SENATE,CAT,2026-01-16,60,629.0,PENDING,
WARNER,SENATE,LLY,2026-01-16,5,1039.55,2026-01-26,-17.0
WARNER,SENATE,LLY,2026-01-16,20,1039.55,2026-02-09,-209.0
WARNER,SENATE,LLY,2026-01-16,60,1039.55,PENDING,
WARNER,SENATE,JPM,2026-01-16,5,302.74,2026-01-26,-279.0
WARNER,SENATE,JPM,2026-01-16,20,302.74,2026-02-09,397.0
WARNER,SENATE,JPM,2026-01-16,60,302.74,PENDING,
WARNER,SENATE,COF,2026-01-16,5,228.72,2026-01-26,-596.0
WARNER,SENATE,COF,2026-01-16,20,228.72,2026-02-09,-502.0
WARNER,SENATE,COF,2026-01-16,60,228.72,PENDING,
WARNER,SENATE,RTX,2026-01-16,5,196.36,2026-01-26,-337.0
WARNER,SENATE,RTX,2026-01-16,20,196.36,2026-02-09,-250.0
WARNER,SENATE,RTX,2026-01-16,60,196.36,PENDING,
WARNER,SENATE,GOOGL,2026-01-16,5,322.0,2026-01-26,126.0
WARNER,SENATE,GOOGL,2026-01-16,20,322.0,2026-02-09,-169.0
WARNER,SENATE,GOOGL,2026-01-16,60,322.0,PENDING,
WARNER,SENATE,ICE,2026-01-16,5,170.95,2026-01-26,19.0
WARNER,SENATE,ICE,2026-01-16,20,170.95,2026-02-09,-327.0
WARNER,SENATE,ICE,2026-01-16,60,170.95,PENDING,
WARNER,SENATE,DE,2026-01-16,5,508.68,2026-01-26,-69.0
WARNER,SENATE,DE,2026-01-16,20,508.68,2026-02-09,1271.0
WARNER,SENATE,DE,2026-01-16,60,508.68,PENDING,
WARNER,SENATE,BSX,2026-01-16,5,91.2,2026-01-26,34.0
WARNER,SENATE,BSX,2026-01-16,20,91.2,2026-02-09,-2114.0
WARNER,SENATE,BSX,2026-01-16,60,91.2,PENDING,
WARNER,SENATE,MSFT,2026-01-16,5,454.52,2026-01-26,123.0
WARNER,SENATE,MSFT,2026-01-16,20,454.52,2026-02-09,-1141.0
WARNER,SENATE,MSFT,2026-01-16,60,454.52,PENDING,
WARNER,SENATE,GS,2026-01-16,5,943.37,2026-01-26,-345.0
WARNER,SENATE,GS,2026-01-16,20,943.37,2026-02-09,-238.0
WARNER,SENATE,GS,2026-01-16,60,943.37,PENDING,
WARNER,SENATE,LRCX,2026-01-16,5,222.41,2026-01-26,-202.0
WARNER,SENATE,LRCX,2026-01-16,20,222.41,2026-02-09,67.0
WARNER,SENATE,LRCX,2026-01-16,60,222.41,PENDING,
WARNER,SENATE,KO,2026-01-16,5,71.75,2026-01-26,-110.0
WARNER,SENATE,KO,2026-01-16,20,71.75,2026-02-09,625.0
WARNER,SENATE,KO,2026-01-16,60,71.75,PENDING,
WARNER,SENATE,AMZN,2026-01-16,5,231.0,2026-01-26,97.0
WARNER,SENATE,AMZN,2026-01-16,20,231.0,2026-02-09,-1206.0
WARNER,SENATE,AMZN,2026-01-16,60,231.0,PENDING,
WARNER,SENATE,NVDA,2026-01-16,5,178.07,2026-01-26,248.0
WARNER,SENATE,NVDA,2026-01-16,20,178.07,2026-02-09,430.0
WARNER,SENATE,NVDA,2026-01-16,60,178.07,PENDING,
WARNER,SENATE,CRM,2026-01-16,5,220.07,2026-01-26,200.0
WARNER,SENATE,CRM,2026-01-16,20,220.07,2026-02-09,-1424.0
WARNER,SENATE,CRM,2026-01-16,60,220.07,PENDING,
WARNER,SENATE,IQV,2026-01-16,5,233.69,2026-01-26,22.0
WARNER,SENATE,IQV,2026-01-16,20,233.69,2026-02-09,-1996.0
WARNER,SENATE,IQV,2026-01-16,60,233.69,PENDING,
WARNER,SENATE,ELV,2026-01-16,5,367.06,2026-01-26,45.0
WARNER,SENATE,ELV,2026-01-16,20,367.06,2026-02-09,-1319.0
WARNER,SENATE,ELV,2026-01-16,60,367.06,PENDING,
WARNER,SENATE,AXP,2026-01-16,5,352.19,2026-01-26,90.0
WARNER,SENATE,AXP,2026-01-16,20,352.19,2026-02-09,-29.0
WARNER,SENATE,AXP,2026-01-16,60,352.19,PENDING,
WARNER,SENATE,CVX,2026-01-16,5,165.3,2026-01-26,-90.0
WARNER,SENATE,CVX,2026-01-16,20,165.3,2026-02-09,804.0
WARNER,SENATE,CVX,2026-01-16,60,165.3,PENDING,
WARNER,SENATE,AAPL,2026-01-16,5,246.47,2026-01-26,129.0
WARNER,SENATE,AAPL,2026-01-16,20,246.47,2026-02-09,900.0
WARNER,SENATE,AAPL,2026-01-16,60,246.47,PENDING,
WARNER,SENATE,META,2026-01-16,5,604.12,2026-01-26,905.0
WARNER,SENATE,META,2026-01-16,20,604.12,2026-02-09,968.0
WARNER,SENATE,META,2026-01-16,60,604.12,PENDING,
WARNER,SENATE,MA,2026-01-16,5,531.74,2026-01-26,-305.0
WARNER,SENATE,MA,2026-01-16,20,531.74,2026-02-09,-174.0
WARNER,SENATE,MA,2026-01-16,60,531.74,PENDING,
WARNER,SENATE,HLT,2026-01-16,5,289.98,2026-01-26,22.0
WARNER,SENATE,HLT,2026-01-16,20,289.98,2026-02-09,587.0
WARNER,SENATE,HLT,2026-01-16,60,289.98,PENDING,
WARNER,SENATE,AMAT,2026-01-16,5,318.23,2026-01-26,-184.0
WARNER,SENATE,AMAT,2026-01-16,20,318.23,2026-02-09,146.0
WARNER,SENATE,AMAT,2026-01-16,60,318.23,PENDING,
WARNER,SENATE,COST,2026-01-16,5,962.94,2026-01-26,-84.0
WARNER,SENATE,COST,2026-01-16,20,962.94,2026-02-09,118.0
WARNER,SENATE,COST,2026-01-16,60,962.94,PENDING,
WARNER,SENATE,ISRG,2026-01-16,5,527.44,2026-01-26,-197.0
WARNER,SENATE,ISRG,2026-01-16,20,527.44,2026-02-09,-897.0
WARNER,SENATE,ISRG,2026-01-16,60,527.44,PENDING,
WARNER,SENATE,HD,2026-01-16,5,375.11,2026-01-26,80.0
WARNER,SENATE,HD,2026-01-16,20,375.11,2026-02-09,-84.0
WARNER,SENATE,HD,2026-01-16,60,375.11,PENDING,
WARNER,SENATE,INTU,2026-01-16,5,528.95,2026-01-26,396.0
WARNER,SENATE,INTU,2026-01-16,20,528.95,2026-02-09,-1970.0
WARNER,SENATE,INTU,2026-01-16,60,528.95,PENDING,
