filename,status,filer_name,doc_type,error_detail
2023_Doggett_30020946.pdf,Success,Hon. Lloyd Doggett,Unknown,
2023_Sherrill_10060419.pdf,Success,Hon. Mikie Sherrill,Full Report,
2023_Clarke_10062455.pdf,Success,Hon. Yvette D. Clarke,Full Report,
2023_Edwards_10059419.pdf,Success,Hon. Chuck Edwards,Full Report,
2024_Puffett_8220633.pdf,Failed,N/A,N/A,OCR_REQUIRED: No machine-readable text found.
2024_Boysko_10060346.pdf,Success,Jennifer Boysko,Full Report,
2024_Smith_8220525.pdf,Failed,N/A,N/A,OCR_REQUIRED: No machine-readable text found.
2023_Eddy_10055514.pdf,Success,Christopher Eddy,Full Report,
2023_Holden_10055711.pdf,Success,Steven Wesley Holden Sr,Full Report,
2023_Thanedar_10057305.pdf,Success,Hon. Shri Thanedar,Full Report,
2023_Manning_30019710.pdf,Success,Hon. Kathy Manning,Unknown,
2023_Womack_10059669.pdf,Success,Hon. Steve Womack,Full Report,
2023_Williamson_7905.pdf,Success,W. John Williamson,Unknown,
