ticker,filer,filing_datetime,impulse,doc_id
FIS,HON.,2024-07-09 00:00:00+00:00,-1,20025419
HLN,HON.,2024-07-09 00:00:00+00:00,-1,20025419
STRL,HON.,2024-07-09 00:00:00+00:00,-1,20025419
TXRH,HON.,2024-07-09 00:00:00+00:00,-1,20025419
BOOT,HON.,2024-07-09 00:00:00+00:00,-1,20025419
IART,HON.,2024-07-09 00:00:00+00:00,-1,20025419
SONY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
SWTX,HON.,2024-07-09 00:00:00+00:00,-1,20025419
MTSI,HON.,2024-07-09 00:00:00+00:00,-1,20025419
CENTA,HON.,2024-07-09 00:00:00+00:00,-1,20025419
UFPI,HON.,2024-07-09 00:00:00+00:00,-1,20025419
SHEL,HON.,2024-07-09 00:00:00+00:00,-1,20025419
CSCO,HON.,2024-07-09 00:00:00+00:00,-1,20025419
SBUX,HON.,2024-07-09 00:00:00+00:00,-1,20025419
CHGCY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
FAST,HON.,2024-07-09 00:00:00+00:00,-1,20025419
DASTY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
NSC,HON.,2024-07-09 00:00:00+00:00,-1,20025419
MRK,HON.,2024-07-09 00:00:00+00:00,-1,20025419
INSM,HON.,2024-07-09 00:00:00+00:00,-1,20025419
CINF,HON.,2024-07-09 00:00:00+00:00,-1,20025419
DAVA,HON.,2024-07-09 00:00:00+00:00,-1,20025419
SKY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
LIN,HON.,2024-07-09 00:00:00+00:00,-1,20025419
AEIS,HON.,2024-07-09 00:00:00+00:00,-1,20025419
EPOKY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
ALC,HON.,2024-07-09 00:00:00+00:00,-1,20025419
SQ,HON.,2024-07-09 00:00:00+00:00,-1,20025419
AVGO,HON.,2024-07-09 00:00:00+00:00,-1,20025419
RHP,HON.,2024-07-09 00:00:00+00:00,-1,20025419
TEL,HON.,2024-07-09 00:00:00+00:00,-1,20025419
LRLCY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
NTDOY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
ALGT,HON.,2024-07-09 00:00:00+00:00,-1,20025419
FLYW,HON.,2024-07-09 00:00:00+00:00,-1,20025419
RIO,HON.,2024-07-09 00:00:00+00:00,-1,20025419
ISRG,HON.,2024-07-09 00:00:00+00:00,-1,20025419
VZ,HON.,2024-07-09 00:00:00+00:00,-1,20025419
TCEHY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
ITT,HON.,2024-07-09 00:00:00+00:00,-1,20025419
BLK,HON.,2024-07-09 00:00:00+00:00,-1,20025419
AIQUY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
SPXC,HON.,2024-07-09 00:00:00+00:00,-1,20025419
PGR,HON.,2024-07-09 00:00:00+00:00,-1,20025419
ITCI,HON.,2024-07-09 00:00:00+00:00,-1,20025419
HQY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
DSGX,HON.,2024-07-09 00:00:00+00:00,-1,20025419
XNGSY,HON.,2024-07-09 00:00:00+00:00,-1,20025419
META,HON.,2024-08-15 00:00:00+00:00,-1,20025678
VIAV,HON.,2024-08-15 00:00:00+00:00,-1,20025678
AMD,HON.,2024-08-15 00:00:00+00:00,-1,20025678
SNDR,HON.,2024-08-15 00:00:00+00:00,-1,20025678
DHI,HON.,2024-08-15 00:00:00+00:00,-1,20025678
SGIOY,HON.,2024-08-15 00:00:00+00:00,-1,20025678
ABT,HON.,2024-08-15 00:00:00+00:00,-1,20025678
SQ,HON.,2024-08-15 00:00:00+00:00,-1,20025678
TLK,HON.,2024-08-15 00:00:00+00:00,-1,20025678
TT,HON.,2024-08-15 00:00:00+00:00,-1,20025678
MMM,HON.,2024-08-15 00:00:00+00:00,-1,20025678
MCD,HON.,2024-08-15 00:00:00+00:00,-1,20025678
SHLS,HON.,2024-08-15 00:00:00+00:00,-1,20025678
MAR,HON.,2024-08-15 00:00:00+00:00,-1,20025678
REGN,HON.,2024-08-15 00:00:00+00:00,-1,20025678
AZO,HON.,2024-08-15 00:00:00+00:00,-1,20025678
FLYW,HON.,2024-08-15 00:00:00+00:00,-1,20025678
NFLX,HON.,2024-08-15 00:00:00+00:00,-1,20025678
TSM,HON.,2024-08-15 00:00:00+00:00,-1,20025678
TSLA,HON.,2024-08-15 00:00:00+00:00,-1,20025678
CRM,HON.,2024-08-15 00:00:00+00:00,-1,20025678
INTU,HON.,2024-08-15 00:00:00+00:00,-1,20025678
HELE,HON.,2024-08-15 00:00:00+00:00,-1,20025678
ATRC,HON.,2024-08-15 00:00:00+00:00,-1,20025678
ISRG,HON.,2024-08-15 00:00:00+00:00,-1,20025678
SONY,HON.,2024-08-15 00:00:00+00:00,-1,20025678
SWTX,HON.,2024-08-15 00:00:00+00:00,-1,20025678
SHEL,HON.,2024-08-15 00:00:00+00:00,-1,20025678
ANET,HON.,2024-08-15 00:00:00+00:00,-1,20025678
DBSDY,HON.,2024-08-15 00:00:00+00:00,-1,20025678
FNA,HON.,2024-08-15 00:00:00+00:00,-1,20025678
PPBI,HON.,2024-08-15 00:00:00+00:00,-1,20025678
FCX,HON.,2024-08-15 00:00:00+00:00,-1,20025678
APH,HON.,2024-08-15 00:00:00+00:00,-1,20025678
MCK,HON.,2024-08-15 00:00:00+00:00,-1,20025678
NOC,HON.,2024-08-15 00:00:00+00:00,-1,20025678
HUBS,HON.,2024-08-15 00:00:00+00:00,-1,20025678
ABNB,HON.,2024-08-15 00:00:00+00:00,-1,20025678
LZB,HON.,2024-08-15 00:00:00+00:00,-1,20025678
LLY,HON.,2024-08-15 00:00:00+00:00,-1,20025678
ALIZY,HON.,2024-08-15 00:00:00+00:00,-1,20025678
GMAB,HON.,2024-08-15 00:00:00+00:00,-1,20025678
MA,HON.,2024-08-15 00:00:00+00:00,-1,20025678
RHHBY,HON.,2024-08-15 00:00:00+00:00,-1,20025678
HTLD,HON.,2024-08-15 00:00:00+00:00,-1,20025678
ABEV,HON.,2024-08-15 00:00:00+00:00,-1,20025678
MEDP,HON.,2024-08-15 00:00:00+00:00,-1,20025678
GOOG,HON.,2024-08-15 00:00:00+00:00,-1,20025678
AMD,HON.,2024-09-11 00:00:00+00:00,0,20025804
BKNG,HON.,2024-09-11 00:00:00+00:00,0,20025804
SHOP,HON.,2024-09-11 00:00:00+00:00,0,20025804
SPOT,HON.,2024-09-11 00:00:00+00:00,0,20025804
FWRG,HON.,2024-09-11 00:00:00+00:00,0,20025804
ABT,HON.,2024-09-11 00:00:00+00:00,0,20025804
CHUY,HON.,2024-09-11 00:00:00+00:00,0,20025804
BNTX,HON.,2024-09-11 00:00:00+00:00,0,20025804
MAR,HON.,2024-09-11 00:00:00+00:00,0,20025804
APD,HON.,2024-09-11 00:00:00+00:00,0,20025804
ORCL,HON.,2024-09-11 00:00:00+00:00,0,20025804
TNDM,HON.,2024-09-11 00:00:00+00:00,0,20025804
MSFT,HON.,2024-09-11 00:00:00+00:00,0,20025804
HSHCY,HON.,2024-09-11 00:00:00+00:00,0,20025804
JBL,HON.,2024-09-11 00:00:00+00:00,0,20025804
NOW,HON.,2024-09-11 00:00:00+00:00,0,20025804
LOW,HON.,2024-09-11 00:00:00+00:00,0,20025804
SNPS,HON.,2024-09-11 00:00:00+00:00,0,20025804
SBUX,HON.,2024-09-11 00:00:00+00:00,0,20025804
KO,HON.,2024-09-11 00:00:00+00:00,0,20025804
AAPL,HON.,2024-09-11 00:00:00+00:00,0,20025804
GS,HON.,2024-09-11 00:00:00+00:00,0,20025804
ETN,HON.,2024-09-11 00:00:00+00:00,0,20025804
TXN,HON.,2024-09-11 00:00:00+00:00,0,20025804
NSC,HON.,2024-09-11 00:00:00+00:00,0,20025804
UBER,HON.,2024-09-11 00:00:00+00:00,0,20025804
TSLA,HON.,2024-09-11 00:00:00+00:00,0,20025804
META,HON.,2024-10-03 00:00:00+00:00,0,20025953
USPH,HON.,2024-10-03 00:00:00+00:00,0,20025953
NSRGY,HON.,2024-10-03 00:00:00+00:00,0,20025953
SAP,HON.,2024-10-03 00:00:00+00:00,0,20025953
VRT,HON.,2024-10-03 00:00:00+00:00,0,20025953
AVGO,HON.,2024-10-03 00:00:00+00:00,0,20025953
PYPL,HON.,2024-10-03 00:00:00+00:00,0,20025953
RHP,HON.,2024-10-03 00:00:00+00:00,0,20025953
TT,HON.,2024-10-03 00:00:00+00:00,0,20025953
MCD,HON.,2024-10-03 00:00:00+00:00,0,20025953
BNTX,HON.,2024-10-03 00:00:00+00:00,0,20025953
LRCX,HON.,2024-10-03 00:00:00+00:00,0,20025953
ALGM,HON.,2024-10-03 00:00:00+00:00,0,20025953
IBN,HON.,2024-10-03 00:00:00+00:00,0,20025953
CELH,HON.,2024-10-03 00:00:00+00:00,0,20025953
TSM,HON.,2024-10-03 00:00:00+00:00,0,20025953
BOOT,HON.,2024-10-03 00:00:00+00:00,0,20025953
HDB,HON.,2024-10-03 00:00:00+00:00,0,20025953
MSFT,HON.,2024-10-03 00:00:00+00:00,0,20025953
IBM,HON.,2024-10-03 00:00:00+00:00,0,20025953
HALO,HON.,2024-10-03 00:00:00+00:00,0,20025953
CNS,HON.,2024-10-03 00:00:00+00:00,0,20025953
SSMXY,HON.,2024-10-03 00:00:00+00:00,0,20025953
TMO,HON.,2024-10-03 00:00:00+00:00,0,20025953
NOW,HON.,2024-10-03 00:00:00+00:00,0,20025953
SNPS,HON.,2024-10-03 00:00:00+00:00,0,20025953
ASML,HON.,2024-10-03 00:00:00+00:00,0,20025953
ICFI,HON.,2024-10-03 00:00:00+00:00,0,20025953
PPBI,HON.,2024-10-03 00:00:00+00:00,0,20025953
BX,HON.,2024-10-03 00:00:00+00:00,0,20025953
CRNX,HON.,2024-10-03 00:00:00+00:00,0,20025953
APH,HON.,2024-10-03 00:00:00+00:00,0,20025953
FCX,HON.,2024-10-03 00:00:00+00:00,0,20025953
IRT,HON.,2024-10-03 00:00:00+00:00,0,20025953
MCK,HON.,2024-10-03 00:00:00+00:00,0,20025953
AAPL,HON.,2024-10-03 00:00:00+00:00,0,20025953
ETN,HON.,2024-10-03 00:00:00+00:00,0,20025953
MA,HON.,2024-10-03 00:00:00+00:00,0,20025953
CHRD,HON.,2024-10-03 00:00:00+00:00,0,20025953
XNGSY,HON.,2024-10-03 00:00:00+00:00,0,20025953
GOOG,HON.,2024-10-03 00:00:00+00:00,0,20025953
ALG,HON.,2024-10-03 00:00:00+00:00,0,20025953
META,HON.,2024-11-06 00:00:00+00:00,0,20026154
USPH,HON.,2024-11-06 00:00:00+00:00,0,20026154
BKNG,HON.,2024-11-06 00:00:00+00:00,0,20026154
HD,HON.,2024-11-06 00:00:00+00:00,0,20026154
VRT,HON.,2024-11-06 00:00:00+00:00,0,20026154
NVDA,HON.,2024-11-06 00:00:00+00:00,0,20026154
TCBI,HON.,2024-11-06 00:00:00+00:00,0,20026154
TDG,HON.,2024-11-06 00:00:00+00:00,0,20026154
BABA,HON.,2024-11-06 00:00:00+00:00,0,20026154
AVGO,HON.,2024-11-06 00:00:00+00:00,0,20026154
ICUI,HON.,2024-11-06 00:00:00+00:00,0,20026154
PYPL,HON.,2024-11-06 00:00:00+00:00,0,20026154
TEL,HON.,2024-11-06 00:00:00+00:00,0,20026154
REGN,HON.,2024-11-06 00:00:00+00:00,0,20026154
LRCX,HON.,2024-11-06 00:00:00+00:00,0,20026154
ALGM,HON.,2024-11-06 00:00:00+00:00,0,20026154
MFC,HON.,2024-11-06 00:00:00+00:00,0,20026154
NFLX,HON.,2024-11-06 00:00:00+00:00,0,20026154
TSM,HON.,2024-11-06 00:00:00+00:00,0,20026154
GTES,HON.,2024-11-06 00:00:00+00:00,0,20026154
APPF,HON.,2024-11-06 00:00:00+00:00,0,20026154
EPAC,HON.,2024-11-06 00:00:00+00:00,0,20026154
MSFT,HON.,2024-11-06 00:00:00+00:00,0,20026154
IBM,HON.,2024-11-06 00:00:00+00:00,0,20026154
TTNDY,HON.,2024-11-06 00:00:00+00:00,0,20026154
ITT,HON.,2024-11-06 00:00:00+00:00,0,20026154
NOW,HON.,2024-11-06 00:00:00+00:00,0,20026154
PPBI,HON.,2024-11-06 00:00:00+00:00,0,20026154
BX,HON.,2024-11-06 00:00:00+00:00,0,20026154
KKR,HON.,2024-11-06 00:00:00+00:00,0,20026154
DSCSY,HON.,2024-11-06 00:00:00+00:00,0,20026154
AAPL,HON.,2024-11-06 00:00:00+00:00,0,20026154
LLY,HON.,2024-11-06 00:00:00+00:00,0,20026154
MDB,HON.,2024-11-06 00:00:00+00:00,0,20026154
CHRD,HON.,2024-11-06 00:00:00+00:00,0,20026154
SF,HON.,2024-11-06 00:00:00+00:00,0,20026154
XNGSY,HON.,2024-11-06 00:00:00+00:00,0,20026154
TSLA,HON.,2024-11-06 00:00:00+00:00,0,20026154
GOOG,HON.,2024-11-06 00:00:00+00:00,0,20026154
ALG,HON.,2024-11-06 00:00:00+00:00,0,20026154
DHI,HON.,2024-12-05 00:00:00+00:00,-1,20026314
JNJ,HON.,2024-12-05 00:00:00+00:00,-1,20026314
SHOP,HON.,2024-12-05 00:00:00+00:00,-1,20026314
VRT,HON.,2024-12-05 00:00:00+00:00,-1,20026314
NVDA,HON.,2024-12-05 00:00:00+00:00,-1,20026314
COP,HON.,2024-12-05 00:00:00+00:00,-1,20026314
REGN,HON.,2024-12-05 00:00:00+00:00,-1,20026314
NFLX,HON.,2024-12-05 00:00:00+00:00,-1,20026314
TSLA,HON.,2024-12-05 00:00:00+00:00,-1,20026314
CRM,HON.,2024-12-05 00:00:00+00:00,-1,20026314
MSFT,HON.,2024-12-05 00:00:00+00:00,-1,20026314
FOXF,HON.,2024-12-05 00:00:00+00:00,-1,20026314
APP,HON.,2024-12-05 00:00:00+00:00,-1,20026314
NTRA,HON.,2024-12-05 00:00:00+00:00,-1,20026314
KKR,HON.,2024-12-05 00:00:00+00:00,-1,20026314
ETN,HON.,2024-12-05 00:00:00+00:00,-1,20026314
LLY,HON.,2024-12-05 00:00:00+00:00,-1,20026314
HQY,HON.,2024-12-05 00:00:00+00:00,-1,20026314
MELI,HON.,2024-12-05 00:00:00+00:00,-1,20026314
COIN,HON.,2024-02-15 00:00:00+00:00,-1,20024517
ET,HON.,2024-01-17 00:00:00+00:00,0,20024062
NGL,HON.,2024-01-17 00:00:00+00:00,0,20024062
NGL,HON.,2024-02-01 00:00:00+00:00,0,20024413
NGL,HON.,2024-02-29 00:00:00+00:00,0,20024572
NGL,HON.,2024-03-13 00:00:00+00:00,0,20024677
NGL,HON.,2024-04-07 00:00:00+00:00,0,20024800
NGL,HON.,2024-05-07 00:00:00+00:00,0,20024954
NGL,HON.,2024-05-14 00:00:00+00:00,0,20025064
NGL,HON.,2024-06-12 00:00:00+00:00,0,20025255
NGL,HON.,2024-07-09 00:00:00+00:00,0,20025429
NGL,HON.,2024-08-11 00:00:00+00:00,0,20025614
NGL,HON.,2024-09-11 00:00:00+00:00,0,20025797
NGL,HON.,2024-10-04 00:00:00+00:00,0,20025948
NGL,HON.,2024-10-29 00:00:00+00:00,0,20026092
NGL,HON.,2024-12-17 00:00:00+00:00,0,20026418
QCOM,HON.,2024-05-01 00:00:00+00:00,0,20024924
HD,HON.,2024-05-01 00:00:00+00:00,0,20024924
MSFT,HON.,2024-05-01 00:00:00+00:00,0,20024924
HSY,HON.,2024-05-01 00:00:00+00:00,0,20024924
TSCO,HON.,2024-05-01 00:00:00+00:00,0,20024924
GS,HON.,2024-05-01 00:00:00+00:00,0,20024924
AMD,HON.,2024-05-21 00:00:00+00:00,0,20025108
SO,HON.,2024-05-21 00:00:00+00:00,0,20025108
CAT,HON.,2024-05-21 00:00:00+00:00,0,20025108
SCHW,HON.,2024-05-21 00:00:00+00:00,0,20025108
KMI,HON.,2024-05-21 00:00:00+00:00,0,20025108
AAPL,HON.,2024-05-21 00:00:00+00:00,0,20025108
CRWD,HON.,2024-06-27 00:00:00+00:00,-1,20025337
NSRGY,HON.,2024-06-27 00:00:00+00:00,-1,20025337
LULU,HON.,2024-06-27 00:00:00+00:00,-1,20025337
ASML,HON.,2024-06-27 00:00:00+00:00,-1,20025337
NEE,HON.,2024-06-27 00:00:00+00:00,-1,20025337
COST,HON.,2024-06-27 00:00:00+00:00,-1,20025337
DUK,HON.,2024-07-24 00:00:00+00:00,0,20025518
JPM,HON.,2024-07-24 00:00:00+00:00,0,20025518
UPS,HON.,2024-07-24 00:00:00+00:00,0,20025518
GLW,HON.,2024-07-24 00:00:00+00:00,0,20025518
DELL,HON.,2024-07-24 00:00:00+00:00,0,20025518
AMAT,HON.,2024-07-24 00:00:00+00:00,0,20025518
FDX,HON.,2024-08-22 00:00:00+00:00,0,20025722
INTC,HON.,2024-08-22 00:00:00+00:00,0,20025722
AMZN,HON.,2024-08-22 00:00:00+00:00,0,20025722
NVDA,HON.,2024-08-22 00:00:00+00:00,0,20025722
KMI,HON.,2024-08-22 00:00:00+00:00,0,20025722
GOOG,HON.,2024-08-22 00:00:00+00:00,0,20025722
CRWD,HON.,2024-09-04 00:00:00+00:00,0,20025777
QCOM,HON.,2024-09-04 00:00:00+00:00,0,20025777
LULU,HON.,2024-09-04 00:00:00+00:00,0,20025777
TSLA,HON.,2024-09-04 00:00:00+00:00,0,20025777
AMZN,HON.,2024-09-04 00:00:00+00:00,0,20025777
NVDA,HON.,2024-09-04 00:00:00+00:00,0,20025777
GSK,HON.,2024-09-04 00:00:00+00:00,0,20025777
SCHW,HON.,2024-09-04 00:00:00+00:00,0,20025777
UPS,HON.,2024-09-04 00:00:00+00:00,0,20025777
PANW,HON.,2024-09-04 00:00:00+00:00,0,20025777
GLW,HON.,2024-09-04 00:00:00+00:00,0,20025777
DLR,HON.,2024-09-04 00:00:00+00:00,0,20025777
GOOG,HON.,2024-09-04 00:00:00+00:00,0,20025777
AAPL,HON.,2024-09-04 00:00:00+00:00,0,20025777
CRWD,HON.,2024-09-23 00:00:00+00:00,0,20025889
INTC,HON.,2024-09-23 00:00:00+00:00,0,20025889
SCCO,HON.,2024-09-23 00:00:00+00:00,0,20025889
CAH,HON.,2024-09-23 00:00:00+00:00,0,20025889
BX,HON.,2024-09-23 00:00:00+00:00,0,20025889
MSFT,HON.,2024-09-23 00:00:00+00:00,0,20025889
UPS,HON.,2024-09-23 00:00:00+00:00,0,20025889
GOOG,HON.,2024-09-23 00:00:00+00:00,0,20025889
LRCX,HON.,2024-09-23 00:00:00+00:00,0,20025889
META,HON.,2024-10-08 00:00:00+00:00,-1,20025986
FDX,HON.,2024-10-08 00:00:00+00:00,-1,20025986
ASML,HON.,2024-10-08 00:00:00+00:00,-1,20025986
JPM,HON.,2024-10-08 00:00:00+00:00,-1,20025986
LRCX,HON.,2024-10-08 00:00:00+00:00,-1,20025986
COST,HON.,2024-10-08 00:00:00+00:00,-1,20025986
DELL,HON.,2024-10-08 00:00:00+00:00,-1,20025986
AMAT,HON.,2024-10-08 00:00:00+00:00,-1,20025986
NSRGY,HON.,2024-10-22 00:00:00+00:00,0,20026059
HD,HON.,2024-10-22 00:00:00+00:00,0,20026059
INTC,HON.,2024-10-22 00:00:00+00:00,0,20026059
ASML,HON.,2024-10-22 00:00:00+00:00,0,20026059
CAT,HON.,2024-10-22 00:00:00+00:00,0,20026059
BX,HON.,2024-10-22 00:00:00+00:00,0,20026059
MSFT,HON.,2024-10-22 00:00:00+00:00,0,20026059
TSLA,HON.,2024-10-22 00:00:00+00:00,0,20026059
META,HON.,2024-11-04 00:00:00+00:00,0,20026149
AMD,HON.,2024-11-04 00:00:00+00:00,0,20026149
INTC,HON.,2024-11-04 00:00:00+00:00,0,20026149
DUK,HON.,2024-11-04 00:00:00+00:00,0,20026149
HSY,HON.,2024-11-04 00:00:00+00:00,0,20026149
TSLA,HON.,2024-11-04 00:00:00+00:00,0,20026149
GLW,HON.,2024-11-04 00:00:00+00:00,0,20026149
DLR,HON.,2024-11-04 00:00:00+00:00,0,20026149
AAPL,HON.,2024-11-04 00:00:00+00:00,0,20026149
SO,HON.,2024-11-08 00:00:00+00:00,0,20026174
FDX,HON.,2024-11-08 00:00:00+00:00,0,20026174
NOW,HON.,2024-11-08 00:00:00+00:00,0,20026174
TSLA,HON.,2024-11-08 00:00:00+00:00,0,20026174
TSCO,HON.,2024-11-08 00:00:00+00:00,0,20026174
NEE,HON.,2024-11-08 00:00:00+00:00,0,20026174
BX,HON.,2024-11-08 00:00:00+00:00,0,20026174
HSY,HON.,2024-11-08 00:00:00+00:00,0,20026174
PANW,HON.,2024-11-08 00:00:00+00:00,0,20026174
DELL,HON.,2024-11-08 00:00:00+00:00,0,20026174
GS,HON.,2024-11-08 00:00:00+00:00,0,20026174
QCOM,HON.,2024-11-21 00:00:00+00:00,0,20026257
NSRGY,HON.,2024-11-21 00:00:00+00:00,0,20026257
SCCO,HON.,2024-11-21 00:00:00+00:00,0,20026257
ABBV,HON.,2024-11-21 00:00:00+00:00,0,20026257
AMZN,HON.,2024-11-21 00:00:00+00:00,0,20026257
OXY,HON.,2024-11-21 00:00:00+00:00,0,20026257
ADBE,HON.,2024-11-21 00:00:00+00:00,0,20026257
AMAT,HON.,2024-11-21 00:00:00+00:00,0,20026257
AMD,HON.,2024-11-27 00:00:00+00:00,-1,20026281
NSRGY,HON.,2024-11-27 00:00:00+00:00,-1,20026281
HD,HON.,2024-11-27 00:00:00+00:00,-1,20026281
DUK,HON.,2024-11-27 00:00:00+00:00,-1,20026281
JNJ,HON.,2024-11-27 00:00:00+00:00,-1,20026281
ASML,HON.,2024-11-27 00:00:00+00:00,-1,20026281
NVDA,HON.,2024-11-27 00:00:00+00:00,-1,20026281
NEE,HON.,2024-11-27 00:00:00+00:00,-1,20026281
GSK,HON.,2024-11-27 00:00:00+00:00,-1,20026281
COST,HON.,2024-11-27 00:00:00+00:00,-1,20026281
SCHW,HON.,2024-11-27 00:00:00+00:00,-1,20026281
UPS,HON.,2024-11-27 00:00:00+00:00,-1,20026281
MSFT,HON.,2024-11-27 00:00:00+00:00,-1,20026281
LRCX,HON.,2024-11-27 00:00:00+00:00,-1,20026281
GOOG,HON.,2024-11-27 00:00:00+00:00,-1,20026281
JPM,HON.,2024-11-27 00:00:00+00:00,-1,20026281
META,HON.,2024-12-27 00:00:00+00:00,0,20026473
NSC,HON.,2024-12-27 00:00:00+00:00,0,20026473
DUK,HON.,2024-12-27 00:00:00+00:00,0,20026473
JNJ,HON.,2024-12-27 00:00:00+00:00,0,20026473
LLY,HON.,2024-12-27 00:00:00+00:00,0,20026473
NOW,HON.,2024-12-27 00:00:00+00:00,0,20026473
AMZN,HON.,2024-12-27 00:00:00+00:00,0,20026473
CAT,HON.,2024-12-27 00:00:00+00:00,0,20026473
NVDA,HON.,2024-12-27 00:00:00+00:00,0,20026473
ADBE,HON.,2024-12-27 00:00:00+00:00,0,20026473
MSFT,HON.,2024-12-27 00:00:00+00:00,0,20026473
GILD,HON.,2024-12-27 00:00:00+00:00,0,20026473
HSY,HON.,2024-12-27 00:00:00+00:00,0,20026473
AMAT,HON.,2024-12-27 00:00:00+00:00,0,20026473
NVDA,HON.,2024-03-12 00:00:00+00:00,0,20024622
TSLA,HON.,2024-12-20 00:00:00+00:00,0,20026412
MNDY,HON.,2024-12-20 00:00:00+00:00,0,20026412
AMZN,HON.,2024-12-20 00:00:00+00:00,0,20026412
LIN,HON.,2024-01-13 00:00:00+00:00,0,20024305
DVN,HON.,2024-01-13 00:00:00+00:00,0,20024305
HD,HON.,2024-01-13 00:00:00+00:00,0,20024305
JNJ,HON.,2024-01-13 00:00:00+00:00,0,20024305
CCLD,HON.,2024-01-13 00:00:00+00:00,0,20024305
WMB,HON.,2024-01-13 00:00:00+00:00,0,20024305
UNH,HON.,2024-01-13 00:00:00+00:00,0,20024305
LMT,HON.,2024-01-13 00:00:00+00:00,0,20024305
NEE,HON.,2024-01-13 00:00:00+00:00,0,20024305
RTX,HON.,2024-01-13 00:00:00+00:00,0,20024305
PXD,HON.,2024-01-13 00:00:00+00:00,0,20024305
EMR,HON.,2024-01-13 00:00:00+00:00,0,20024305
XOM,HON.,2024-01-13 00:00:00+00:00,0,20024305
ROK,HON.,2024-01-13 00:00:00+00:00,0,20024305
EXAS,HON.,2024-02-11 00:00:00+00:00,-1,20024481
COST,HON.,2024-02-11 00:00:00+00:00,-1,20024481
VUZI,HON.,2024-02-11 00:00:00+00:00,-1,20024481
JPM,HON.,2024-02-11 00:00:00+00:00,-1,20024481
ACN,HON.,2024-03-12 00:00:00+00:00,0,20024669
TXN,HON.,2024-03-12 00:00:00+00:00,0,20024669
OKE,HON.,2024-03-12 00:00:00+00:00,0,20024669
MMC,HON.,2024-03-12 00:00:00+00:00,0,20024669
LIN,HON.,2024-04-12 00:00:00+00:00,0,20024869
DVN,HON.,2024-04-12 00:00:00+00:00,0,20024869
HD,HON.,2024-04-12 00:00:00+00:00,0,20024869
JNJ,HON.,2024-04-12 00:00:00+00:00,0,20024869
WMB,HON.,2024-04-12 00:00:00+00:00,0,20024869
UNH,HON.,2024-04-12 00:00:00+00:00,0,20024869
LMT,HON.,2024-04-12 00:00:00+00:00,0,20024869
NEE,HON.,2024-04-12 00:00:00+00:00,0,20024869
RTX,HON.,2024-04-12 00:00:00+00:00,0,20024869
PXD,HON.,2024-04-12 00:00:00+00:00,0,20024869
EMR,HON.,2024-04-12 00:00:00+00:00,0,20024869
XOM,HON.,2024-04-12 00:00:00+00:00,0,20024869
ROK,HON.,2024-04-12 00:00:00+00:00,0,20024869
JPM,HON.,2024-05-12 00:00:00+00:00,0,20025040
ACN,HON.,2024-06-07 00:00:00+00:00,0,20025232
TXN,HON.,2024-06-07 00:00:00+00:00,0,20025232
OKE,HON.,2024-06-07 00:00:00+00:00,0,20025232
MMC,HON.,2024-06-07 00:00:00+00:00,0,20025232
PXD,HON.,2024-06-07 00:00:00+00:00,0,20025232
XOM,HON.,2024-06-07 00:00:00+00:00,0,20025232
LIN,HON.,2024-07-15 00:00:00+00:00,0,20025473
DVN,HON.,2024-07-15 00:00:00+00:00,0,20025473
HD,HON.,2024-07-15 00:00:00+00:00,0,20025473
JNJ,HON.,2024-07-15 00:00:00+00:00,0,20025473
WMB,HON.,2024-07-15 00:00:00+00:00,0,20025473
UNH,HON.,2024-07-15 00:00:00+00:00,0,20025473
LMT,HON.,2024-07-15 00:00:00+00:00,0,20025473
NEE,HON.,2024-07-15 00:00:00+00:00,0,20025473
RTX,HON.,2024-07-15 00:00:00+00:00,0,20025473
AGCO,HON.,2024-07-15 00:00:00+00:00,0,20025473
EMR,HON.,2024-07-15 00:00:00+00:00,0,20025473
XOM,HON.,2024-07-15 00:00:00+00:00,0,20025473
ROK,HON.,2024-07-15 00:00:00+00:00,0,20025473
CB,HON.,2024-08-10 00:00:00+00:00,0,20025634
MCD,HON.,2024-11-15 00:00:00+00:00,0,20026222
PYPL,HON.,2024-01-10 00:00:00+00:00,0,20024215
SCHW,HON.,2024-01-10 00:00:00+00:00,0,20024215
PANW,HON.,2024-01-12 00:00:00+00:00,0,20024253
ACI,HON.,2024-01-12 00:00:00+00:00,0,20024253
HEI,HON.,2024-01-12 00:00:00+00:00,0,20024253
INTC,HON.,2024-02-15 00:00:00+00:00,0,20024450
CAH,HON.,2024-02-15 00:00:00+00:00,0,20024450
BP,HON.,2024-02-15 00:00:00+00:00,0,20024450
REGN,HON.,2024-02-15 00:00:00+00:00,0,20024450
LRCX,HON.,2024-02-15 00:00:00+00:00,0,20024450
HXL,HON.,2024-03-19 00:00:00+00:00,0,20024606
INTC,HON.,2024-04-24 00:00:00+00:00,0,20024811
ADI,HON.,2024-04-24 00:00:00+00:00,0,20024811
