date,ticker,close
2024-01-02 00:00:00+00:00,AAPL,183.73130798339844
2024-01-02 00:00:00+00:00,ADBE,580.0700073242188
2024-01-02 00:00:00+00:00,AIT,167.6106719970703
2024-01-02 00:00:00+00:00,AMAT,151.6558074951172
2024-01-02 00:00:00+00:00,AMKR,30.758699417114258
2024-01-02 00:00:00+00:00,AMZN,149.92999267578125
2024-01-02 00:00:00+00:00,ANET,57.88999938964844
2024-01-02 00:00:00+00:00,APG,21.920000076293945
2024-01-02 00:00:00+00:00,AXP,183.69064331054688
2024-01-02 00:00:00+00:00,BSCP,18.874998092651367
2024-01-02 00:00:00+00:00,BSCQ,17.677448272705078
2024-01-02 00:00:00+00:00,BSX,57.84000015258789
2024-01-02 00:00:00+00:00,C,49.49781799316406
2024-01-02 00:00:00+00:00,CAT,283.14117431640625
2024-01-02 00:00:00+00:00,CMBS,43.51667785644531
2024-01-02 00:00:00+00:00,CMCSA,38.095428466796875
2024-01-02 00:00:00+00:00,COF,128.32940673828125
2024-01-02 00:00:00+00:00,COHR,42.119998931884766
2024-01-02 00:00:00+00:00,COP,110.561767578125
2024-01-02 00:00:00+00:00,COST,642.6362915039062
2024-01-02 00:00:00+00:00,CRDO,18.3799991607666
2024-01-02 00:00:00+00:00,CRM,253.05532836914062
2024-01-02 00:00:00+00:00,CRS,68.47711944580078
2024-01-02 00:00:00+00:00,CVS,73.81392669677734
2024-01-02 00:00:00+00:00,CVX,136.95729064941406
2024-01-02 00:00:00+00:00,DE,389.6307067871094
2024-01-02 00:00:00+00:00,DELL,72.01998901367188
2024-01-02 00:00:00+00:00,DIS,88.91181182861328
2024-01-02 00:00:00+00:00,DXCM,123.08999633789062
2024-01-02 00:00:00+00:00,EIPI,
2024-01-02 00:00:00+00:00,ELV,463.5114440917969
2024-01-02 00:00:00+00:00,EOG,113.12761688232422
2024-01-02 00:00:00+00:00,ETN,233.6263427734375
2024-01-02 00:00:00+00:00,FCFS,104.35504913330078
2024-01-02 00:00:00+00:00,FISV,133.0800018310547
2024-01-02 00:00:00+00:00,FTGC,18.38155746459961
2024-01-02 00:00:00+00:00,FWONK,62.31999969482422
2024-01-02 00:00:00+00:00,GEM,28.899423599243164
2024-01-02 00:00:00+00:00,GIGB,41.88294982910156
2024-01-02 00:00:00+00:00,GOOG,138.52105712890625
2024-01-02 00:00:00+00:00,GOOGL,137.1338348388672
2024-01-02 00:00:00+00:00,GS,371.5339050292969
2024-01-02 00:00:00+00:00,HD,328.636474609375
2024-01-02 00:00:00+00:00,HLT,179.16078186035156
2024-01-02 00:00:00+00:00,HON,188.74459838867188
2024-01-02 00:00:00+00:00,IBDQ,22.91030502319336
2024-01-02 00:00:00+00:00,ICE,123.50759887695312
2024-01-02 00:00:00+00:00,IJR,103.9802017211914
2024-01-02 00:00:00+00:00,INTC,47.16828155517578
2024-01-02 00:00:00+00:00,INTU,595.1364135742188
2024-01-02 00:00:00+00:00,IQV,230.38999938964844
2024-01-02 00:00:00+00:00,IRM,64.40555572509766
2024-01-02 00:00:00+00:00,ISRG,330.9800109863281
2024-01-02 00:00:00+00:00,IVV,462.5488586425781
2024-01-02 00:00:00+00:00,IVW,73.22258758544922
2024-01-02 00:00:00+00:00,IWM,195.00726318359375
2024-01-02 00:00:00+00:00,JMBS,40.91596603393555
2024-01-02 00:00:00+00:00,JPM,163.8435821533203
2024-01-02 00:00:00+00:00,K,
2024-01-02 00:00:00+00:00,KO,56.38364028930664
2024-01-02 00:00:00+00:00,KRE,49.752567291259766
2024-01-02 00:00:00+00:00,LAZR,46.79999923706055
2024-01-02 00:00:00+00:00,LITP,10.994756698608398
2024-01-02 00:00:00+00:00,LLY,583.0308837890625
2024-01-02 00:00:00+00:00,LOW,209.41209411621094
2024-01-02 00:00:00+00:00,LRCX,73.50231170654297
